	Mult	Obs_fract	Null_fract
0	1.0977154890198375	1.0	1.0
1	1.1135784296126094	0.9907407407407407	0.958182194636165
2	1.1261323409276576	0.9814814814814815	0.9168762025695084
3	1.1277804543264627	0.9722222222222222	0.8762819223163043
4	1.1476965772432932	0.9537037037037037	0.8357727014540055
5	1.1501436914804863	0.9444444444444444	0.7964895426733012
6	1.1787967467315295	0.9351851851851852	0.7574775484674331
7	1.1793121803767994	0.9259259259259259	0.7197481526072352
8	1.1834519335330145	0.9166666666666666	0.6821826672175
9	1.2309844621276769	0.9074074074074074	0.6447486943977531
10	1.2603210077204394	0.8981481481481481	0.6105997622360979
11	1.289238506941558	0.8888888888888888	0.5779005767643641
12	1.290472228000831	0.8796296296296297	0.5467084654285401
13	1.3418343067272336	0.8611111111111112	0.5156353873210746
14	1.3732621978216597	0.8518518518518519	0.48656971423683454
15	1.3760647737355813	0.8425925925925926	0.4584074917583953
16	1.4353842238008185	0.8333333333333334	0.4305774723790208
17	1.4730130838458435	0.8240740740740741	0.4044323329079495
18	1.4838182412553103	0.8055555555555556	0.3798234093912334
19	1.5246393196844188	0.7777777777777778	0.3556176993013084
20	1.5246393196844192	0.75	0.33297611541660704
21	1.5500499750124932	0.7407407407407407	0.31034790121648725
22	1.553845286776169	0.7314814814814815	0.2886115057028287
23	1.5545169778223282	0.6944444444444444	0.26694509283666934
24	1.5800157917526296	0.6851851851851852	0.2453484748853139
25	1.5883904337583847	0.6759259259259259	0.22453979380512398
26	1.5888582954472688	0.6666666666666666	0.20414143050957234
27	1.6355894217839528	0.6481481481481481	0.1838068174663166
28	1.6495944688206357	0.6388888888888888	0.164653722543934
29	1.725583465464963	0.6296296296296297	0.14572477894978422
30	1.742304235479159	0.6203703703703703	0.12845338460320094
31	1.7671910342823607	0.6111111111111112	0.11163590995540475
32	1.852394887720974	0.5648148148148148	0.09529462788973574
33	1.9398851281623621	0.5555555555555556	0.08094356701359438
34	1.9912048405476128	0.5277777777777778	0.06789233794339346
35	2.1909723448592526	0.5092592592592593	0.055612047265425006
36	2.4156622987207714	0.49074074074074076	0.04575051381006732
37	2.5372407869442513	0.4722222222222222	0.037937225373408795
38	2.69888621399774	0.46296296296296297	0.03135829219906983
39	2.7619938110821702	0.4351851851851852	0.025817422155824627
40	3.17304347826087	0.4166666666666667	0.02065130505351992
41	3.2998616923186064	0.4074074074074074	0.017130953642137618
42	3.3545857668180843	0.37962962962962965	0.01400141534341919
43	3.620250948351326	0.37037037037037035	0.010925626289972729
44	3.679518358146983	0.3148148148148148	0.008387231454349199
45	3.686223630781417	0.2962962962962963	0.005982210771783882
46	3.707336022710293	0.24074074074074073	0.0035942104760568125
47	4.855242045943724	0.2222222222222222	0.0012889376703779773
48	6.805097451274365	0.2037037037037037	0.00041497034581448595
49	8.232866167648783	0.14814814814814814	0.00014897899432173443
50	9.754383206226903	0.05555555555555555	4.5320835827371575e-05
51	17.124361628709455	0.018518518518518517	1.2422827963253824e-06
