	Mult	Obs_fract	Null_fract
0	1.044170263581297	1.0	1.0
1	1.0526843008549036	0.989010989010989	0.9471321905114924
2	1.0586604312424333	0.967032967032967	0.8944449738971829
3	1.0993425788185622	0.9560439560439561	0.8422039908524916
4	1.1122131678791707	0.945054945054945	0.7932384721509308
5	1.113442948029413	0.9230769230769231	0.7453380515650434
6	1.129934697259653	0.9010989010989011	0.6975110033272175
7	1.1299346972596533	0.8901098901098901	0.6514135366009268
8	1.1319669539094017	0.8791208791208791	0.6054867814458244
9	1.2109160680589255	0.8351648351648352	0.5603006905457628
10	1.2292453640109888	0.8241758241758241	0.5198247869295786
11	1.2506182342247916	0.8131868131868132	0.4800453470271887
12	1.2827997480226783	0.8021978021978022	0.44158218617461653
13	1.3593382859041605	0.7802197802197802	0.40444745025655593
14	1.4079946898738849	0.7582417582417582	0.36968605041965524
15	1.4287710019832618	0.7472527472527473	0.33765194965543677
16	1.456883394383395	0.7252747252747253	0.3067039595537691
17	1.4958374958374951	0.7032967032967034	0.2767741807191817
18	1.6273396932737585	0.6923076923076923	0.2482616630738117
19	1.7010098010098003	0.6813186813186813	0.22442117951244872
20	1.7260846798042557	0.6703296703296703	0.20290554691747106
21	1.7592554196327792	0.6483516483516484	0.18240912763172154
22	1.8586153602764917	0.6263736263736264	0.1629474184543394
23	1.9256714728412834	0.6043956043956044	0.14556364188192164
24	1.966792582417582	0.5714285714285714	0.12943495897197127
25	2.062393095708224	0.5604395604395604	0.11400804190629939
26	2.30835733128049	0.5274725274725275	0.0995379599579356
27	2.3310134310134334	0.4725274725274725	0.0884757033891163
28	2.3331737771033425	0.43956043956043955	0.07760373188362125
29	2.3353381312564983	0.4065934065934066	0.06683554817769202
30	2.603406934327307	0.3956043956043956	0.05607862025550479
31	2.610155008288758	0.37362637362637363	0.048217230747720934
32	2.6361199010413676	0.32967032967032966	0.04041574763126754
33	2.6534856447899906	0.31868131868131866	0.03288333932991387
34	3.03495419589452	0.27472527472527475	0.02544251422903985
35	3.0795039822562758	0.23076923076923078	0.020144336428263694
36	3.3566593406593386	0.2087912087912088	0.015025940765124927
37	3.434508193034795	0.14285714285714285	0.01093053026962551
38	3.719977104535659	0.12087912087912088	0.007149332098754071
39	3.853307916573223	0.07692307692307693	0.0043536961816344555
40	4.428310475803879	0.04395604395604396	0.0019449140669108294
41	6.022714127977288	0.02197802197802198	0.00044969511140916294
